지자체코드,지자체,기간,목적,출장국,인원,지출,인당지출,비고
2600000,부산본청,2017.12.18 ~ 2017.12.21,클린에너지 정책수립 및 수소에너지 활용 선진 해외사례 벤치마킹,일본,3,3.0,1.0,
2600000,부산본청,2017.12.18 ~ 2017.12.22,2018 BOF 행사 전시 준비를 위한 공무 국외여행,홍콩,2,3.0,1.5,
2600000,부산본청,2017.12.18 ~ 2017.12.22,2017년 선진교통시책 주차분야 유공 공무원 해외 견학,"대만,홍콩",3,5.0,1.7,
2600000,부산본청,2017.12.19 ~ 2017.12.22,글로벌 외투기업유치,영국,3,13.0,4.3,
2600000,부산본청,2017.12.19 ~ 2017.12.23,베트남 대외 협력회의와 병원네트워크 참가를 위한 시장개척단 운영,베트남,2,2.0,1.0,
2600000,부산본청,2017.12.19 ~ 2017.12.23,FAU 유체역학연구소 설립협약서 체결,독일,3,8.0,2.7,
2600000,부산본청,2017.12.20 ~ 2017.12.20,청년희망아카데미 조선통신사 클래스 현장견학,일본,1,0.0,0.0,
2600000,부산본청,2017.12.20 ~ 2017.12.22,제18회 부산 후쿠오카 상수도행정교류회의 방문단,일본,4,3.0,0.8,
2600000,부산본청,2017.12.20 ~ 2017.12.22,2018 시민트리축제 컨텐츠발굴,일본,2,2.0,1.0,
2600000,부산본청,2017.12.20 ~ 2017.12.22,부산시 도시브랜드지수 해외평가 참가 요청,일본,2,3.0,1.5,
2600000,부산본청,2017.12.20 ~ 2017.12.22,부산광역시 체육발전 종합계획의 성과 도출계획,일본,2,2.0,1.0,
2600000,부산본청,2017.12.20 ~ 2017.12.23,베트남 진출기업의 국내복귀지원 및 유치를 위한 공무국외여행,베트남,2,3.0,1.5,
2600000,부산본청,2017.12.22 ~ 2017.12.24,해양쓰레기 국제교류해양쓰레기 발생억제 대책 등에 대한 워크숍 등 우호교류 증진,일본,2,2.0,1.0,
2600000,부산본청,2017.12.24 ~ 2017.12.31,만화 페스티벌 참관 및 만화관련 인프라 시찰 공무국외여행,"벨기에,일본",1,3.0,3.0,
2600000,부산본청,2017.12.26 ~ 2017.12.28,광고영상콘텐츠 관련 박물관 운영사례 조사를 위한 공무국외여행,일본,2,2.0,1.0,
2600000,부산본청,2017.12.26 ~ 2017.12.28,우암동 구 외대부지 활용관련 개발이익 공유형 도심재생 모델을 적용위한 공무국외여행,일본,2,1.0,0.5,
2600000,부산본청,2017.12.26 ~ 2017.12.30,ECBMS 국제학술대회 논문발표,태국,2,3.0,1.5,
2600000,부산본청,2017.12.26 ~ 2017.12.30,인도네시아지역 동해안권 공동홍보마케팅,인도네시아,3,5.0,1.7,
2600000,부산본청,2017.12.27 ~ 2017.12.29,재해구호시스템 구축을 위한 선진지 견학,일본,2,2.0,1.0,
2611000,부산중구,05.31.~06.07.,직원 해외 벤치마킹/ 직원 사기진작 및 직무능력향상,"스페인,포르투갈",4,4.0,1.0,
2611000,부산중구,06.06.~06.10.,직원 해외 벤치마킹/ 직원 사기진작 및 직무능력향상,대만,5,3.5,0.7,
2611000,부산중구,05.26.~05.31.,직원 해외 벤치마킹/ 직원 사기진작 및 직무능력향상,태국,4,2.8,0.7,
2611000,부산중구,05.29.~06.01.,직원 해외 벤치마킹/ 직원 사기진작 및 직무능력향상,일본,4,2.8,0.7,
2611000,부산중구,05.29.~06.01.,직원 해외 벤치마킹/ 직원 사기진작 및 직무능력향상,일본,3,2.1,0.7,
2611000,부산중구,06.07.~06.10.,직원 해외 벤치마킹/ 직원 사기진작 및 직무능력향상,대만,6,4.2,0.7,
2611000,부산중구,06.16.~06.21.,직원 해외 벤치마킹/ 직원 사기진작 및 직무능력향상,베트남,3,2.1,0.7,
2611000,부산중구,06.21.~06.24.,직원 해외 벤치마킹/ 직원 사기진작 및 직무능력향상,일본,4,2.8,0.7,
2611000,부산중구,06.17.~06.18.,동광동 주민자치위원회 선진지 견학 인솔/지방 행정 우수사례 견학 및 활용,일본,3,1.4,0.5,
2611000,부산중구,06.29.~07.07.,선진 예산제도 벤치마킹/담당공무원 전문성 함양,"독일,네덜란드,스위스",1,3.0,3.0,
2611000,부산중구,08.15.~08.18.,직원 해외 벤치마킹/ 직원 사기진작 및 직무능력향상,몽골,5,3.5,0.7,
2611000,부산중구,09.08.~09.16.,직원 해외 벤치마킹/ 직원 사기진작 및 직무능력향상,이탈리아,3,3.0,1.0,
2611000,부산중구,10.11.~10.18.,지방세정공무원 국외연수/담당공무원 전문성 함양,"미국,캐나다",1,1.0,1.0,
2611000,부산중구,11.08.~11.12.,"중구체육회 이사회 및 선진지 견학지원/ 관광 자원화 및 상권 활성화 사례 수집, 중구체육회와 행정기관 간 파트너십 강화 등",미국,5,6.5,1.3,단체장
2611000,부산중구,20171215 ~ 20171217,음식물류폐기물 감량 최우수기관 선정,일본,9,10.0,1.1,
2611000,부산중구,2017.7.17~7.21,의회 의원 국외연수 동행,몽골,2,4.0,,
2612000,부산서구,2017.2.14. ~2017.2.19.,"아시아 선진국인 일본의 정치·문화·전통예술·도시환경 등 다양한 지역특성 견학 등을 벤치마킹하고, 사회복지시설 운영 다양항 시책 수집 등 향후 의정활동에 반영",일본,3,6.2,2.1,
2612000,부산서구,3.6~3.15,장기근속 모범공무원 해외 선진지 연수,"프랑스,스위스,이탈리아,오스트리아,독일",1,2.0,2.0,
2612000,부산서구,3.8~3.11,장기근속 모범공무원 해외 선진지 연수,중국,1,2.0,2.0,
2612000,부산서구,3.30~4.11,장기근속 모범공무원 해외 선진지 연수,미국,1,2.0,2.0,
2612000,부산서구,4.6~4.11,장기근속 모범공무원 해외 선진지 연수,"베트남,캄보디아",1,1.8,1.8,
2612000,부산서구,4.23~4.26,장기근속 모범공무원 해외 선진지 연수,대만,1,1.9,1.9,
2612000,부산서구,5.2~5.5,장기근속 모범공무원 해외 선진지 연수,일본,1,1.9,1.9,
2612000,부산서구,5.2~5.11,장기근속 모범공무원 해외 선진지 연수,"영국,프랑스,스위스,이탈리아",1,2.0,2.0,
2612000,부산서구,5.22~5.25,국제교류도시 우호증진 및 벤치마킹,일본,6,6.2,1.0,
2612000,부산서구,5.24~5.31,장기근속 모범공무원 해외 선진지 연수,"스페인,포르투갈",1,2.0,2.0,
2612000,부산서구,6.1~6.9,글로벌 창의행정 구현직원 해외체험 연수,"프랑스,이탈리아,스위스",4,5.2,1.3,
2612000,부산서구,6.7~6.11,장기근속 모범공무원 해외 선진지 연수,캄보디아,1,2.0,2.0,
2612000,부산서구,6.7~6.13,장기근속 모범공무원 해외 선진지 연수,"독일,오스트리아,체코,헝가리",1,2.0,2.0,
2612000,부산서구,6.13~6.21,행복e음 핵심요원 활동 우수자 해외연수,"미국,캐나다",1,2.1,2.1,
2612000,부산서구,6.29~7.7,선진예산제도 벤치마킹 해외연수,"독일,네덜란드,스위스",1,3.0,3.0,
2612000,부산서구,6.29~7.8,장기근속 모범공무원 해외 선진지 연수,"크로아티아,보스니아헤르체고비나",1,2.0,2.0,
2612000,부산서구,7.6~7.8,유공공무원 국제우호협력도시 해외연수,일본,28,21.4,0.8,
2612000,부산서구,7.11~7.14,국제우호협력도시 우호증진 및 벤치마킹,몽골,3,4.5,1.5,단체장
2612000,부산서구,8.3~8.18,장기근속 모범공무원 해외 선진지 연수,"미국,캐나다",1,2.0,2.0,
2612000,부산서구,8.25~9.1,글로벌 창의행정 구현직원 해외체험 연수,"스페인,포르투갈",3,3.9,1.3,
2612000,부산서구,8.28~9.5,글로벌 창의행정 구현직원 해외체험 연수,미국,3,3.9,1.3,
2612000,부산서구,10.2~10.6,장기근속 모범공무원 해외 선진지 연수,베트남,1,2.0,2.0,
2612000,부산서구,10.11~10.18,지방세정공무원 국외연수,"미국,캐나다",1,1.0,1.0,
2612000,부산서구,10.24~10.29,장기근속 모범공무원 해외 선진지 연수,"베트남,캄보디아",1,1.8,1.8,
2612000,부산서구,10.30~11.4,장기근속 모범공무원 해외 선진지 연수,"베트남,캄보디아",1,2.0,2.0,
2612000,부산서구,11.12~11.14,지역사회통합건강증진사업우수기관 해외연수,일본,7,4.2,0.6,
2612000,부산서구,11.21~11.24,장기근속 모범공무원 해외 선진지 연수,대만,1,2.0,2.0,
2612000,부산서구,11.22~11.24,유공공무원 국제우호협력도시 해외연수,일본,22,19.0,0.9,
2612000,부산서구,11.22~12.1,장기근속 모범공무원 해외 선진지 연수,"영국,프랑스,스위스,이탈리아,독일",1,2.0,2.0,
2612000,부산서구,12.4~12.8,선진 옥외광고물 정책 벤치마킹,싱가포르,1,2.0,2.0,
2613000,부산동구,2017. 4.10.~ 4.15.,세계10대축제 벤치마킹,태국,1,1.5,1.5,
2613000,부산동구,2017. 5.11.~ 5.13.,도시재생 등 선진사례 벤치마킹,일본,4,3.4,0.9,단체장
2613000,부산동구,2017. 5.15.~ 5.22.,도시재생 및 해양관광도시선진사례 벤치마킹,"프랑스,스페인",5,15.8,3.2,
2613000,부산동구,2017. 5.21.~ 5.28.,장기근속공무원 비교견학(공로연수자),미국,1,2.0,2.0,
2613000,부산동구,2017. 5.25.~ 5.28.,동구 관광활성화를 위한 선진지 견학,일본,5,5.8,1.2,
2613000,부산동구,2017. 6.29.~ 7. 7.,2017년 국외 선진예산제도 연수 참여,"독일,네덜란드,스위스",1,3.5,3.5,
2613000,부산동구,2017. 6.24.~ 7. 1.,2017년 직원국외선진시책 비교견학,스페인,10,15.0,1.5,
2613000,부산동구,2017. 7.27.~ 8.19.,장기근속공무원 비교견학(공로연수자),"오스트리아,등,6개국",1,2.0,2.0,
2613000,부산동구,2017. 8.26.~ 9. 3.,장기근속공무원 비교견학(공로연수자),"이탈리아,등,3개국",1,2.0,2.0,
2613000,부산동구,2017. 9.11.~ 9.12,국제우호협력도시(상해시 서회구)방문,중국,8,5.0,0.6,단체장
2613000,부산동구,2017. 9.12.~ 9.21,2017년 동구의회의원 공무국외연수지원,"영국,프랑스,스위스,이탈리아",4,10.0,2.5,
2613000,부산동구,2017. 9.12.~ 9.23.,장기근속공무원 비교견학(공로연수자),"오스트리아,등,6개국",1,2.0,2.0,
2613000,부산동구,2017. 9.16.~ 9.27.,장기근속공무원 비교견학(공로연수자),"러시아,등,5개국",1,2.0,2.0,
2613000,부산동구,2017. 9.27.~ 9.30,2017 아시아도시경관상 시상식 참여,중국,3,2.0,0.7,
2613000,부산동구,2017.10. 2~10. 6,장기근속공무원 비교견학(공로연수자),미국,1,2.0,2.0,
2613000,부산동구,2017.10.11.~10.18,2017년 지방세정공무원 국외연수,"미국,캐나다",1,1.0,1.0,
2613000,부산동구,2017.10.13~10.18,장기근속공무원 비교견학(공로연수자),호주,1,2.0,2.0,
2613000,부산동구,2017.10.29.~11. 1,장기근속공무원 비교견학(공로연수자),일본,1,2.0,2.0,
2613000,부산동구,2017.10.31.~11. 4,2017년 대한민국 국토경관디자인대전 수상기관 국외연수,말레이시아,1,0.0,0.0,
2613000,부산동구,2017.11. 8.~11.15,2017년 기초연금업무추진관련포상 국외연수,"캐나다,미국",1,0.0,0.0,
2613000,부산동구,2017.11. 8.~11.11,도시재생사업 관련 직원 선진지 견학,일본,9,10.0,1.1,
2613000,부산동구,2017.11. 9.~11.11,민원업무 유공공무원 국외연수,일본,5,5.0,1.0,
2613000,부산동구,2017.11.28~12.06,2017 기초생활보장사업 유공자해외선진지 견학,"뉴질랜드,호주",1,1.5,1.5,
2613000,부산동구,2017.12.12~12.13,보행환경개선 계획수립을 위한해외선진지 견학,일본,3,1.9,0.6,
2613000,부산동구,2017.12.18~12.22,해외 선진지 친수공간 및 건축문화 견학,싱가포르,5,8.0,1.6,
2613000,부산동구,2017.12.20~12.22,중국풍 패루제작 검수 및 선진지 견학,중국,2,1.7,0.9,
2613000,부산동구,20171025 ~ 20171028,도시재생사업 관련 선진지 견학을,일본,8,,,
2613000,부산동구,20171218 ~ 20171222,2017년도 선진교통시책(주차분야) 구？군 평가에 따른 업무 유공 공무원의,홍콩,1,,,
2615000,부산부산진구,2017.3.8.~3.17(8박10일),직무성과 우수 직원 연수선진지 견학 우수사례 체험 및 구정 반영,"스페인,포르투갈",13,32.5,2.5,
2615000,부산부산진구,2017.03.30~4.07(7박9일),선진 교통 전반 해외 사례 견학 및 직원 사기진작,스페인,4,15.0,3.8,
2615000,부산부산진구,2017.4.2.~4.10.(7박9일),"선진국가의 도시기반시설 도로,교통 등 선진 우수사례를 벤치마킹하여 도로개설사업 및 교통체계 등에 반영","독일,오스트리아,헝가리,체코,슬로바키아",5,10.0,2.0,
2615000,부산부산진구,2017.5.13~5.21(7박9일),글로벌창의마인드향상을 위한 직원해외연수,"체코,독일,헝가리,오스트리아",6,9.0,1.5,
2615000,부산부산진구,2017.5.18~5.26(7박9일),글로벌창의마인드향상을 위한 직원해외연수,"덴마크,노르웨이,핀란드,스웨덴",5,7.5,1.5,
2615000,부산부산진구,2017.6.5~6.13(7박9일),글로벌창의마인드향상을 위한 직원해외연수,"스페인,포르투갈",4,6.0,1.5,
2615000,부산부산진구,2017.6.5~6.12(7박9일),글로벌창의마인드향상을 위한 직원해외연수,"핀란드,스웨덴,덴마크,노르웨이",6,9.0,1.5,
2615000,부산부산진구,2017.6.29~7.7(7박9일),선진 예산제도 벤치마킹,"독일,네덜란드,스위스",1,3.0,3.0,
2615000,부산부산진구,2017.7.6.~7.9.(3박4일),2017부산의료관광해외특별전참가,말레이시아,2,2.2,1.1,
2615000,부산부산진구,2017.7.7~7.15(7박9일),글로벌창의마인드향상을 위한 직원해외연수,뉴질랜드,4,6.0,1.5,
2615000,부산부산진구,2017.8.26~9.3(7박9일),글로벌창의마인드향상을 위한 직원해외연수,"크로아티아,독일,체코,헝가리,오스트리아",4,6.0,1.5,
2615000,부산부산진구,2017.09.13.~9.21(7박9일),도로시설물 선진지견학,"크로아티아,체코,헝가리,오스트리아,슬로베니아",6,14.0,2.3,
2615000,부산부산진구,2017.10.11.~ 10.18(6박8일),자주재원확충방안및선진세정 비교분석,"미국,캐나다",1,1.0,1.0,
2615000,부산부산진구,2017.10.12.~10.15(3박4일),2017몽골울란바토르의료관광특별전참가,몽골,2,1.6,0.8,
2615000,부산부산진구,2017.10.24.~11.1(7박9일),직무성과 우수 직원 연수 선진지 견학 우수사례 체험 및 구정 반영,"스위스,이탈리아",7,17.5,2.5,
2615000,부산부산진구,2017.10.31~11.03(3박4일),건강도시 국외연수,일본,8,8.9,1.1,
2615000,부산부산진구,2017.11.8~11.14(5박7일),2017년기초생활보장사업유공자공무국외여행,"체코,독일",1,1.5,1.5,
2615000,부산부산진구,2017.12.20.~12.28.,선진지견학 벤치마킹을 통한 의정활동 활성화에 기여,"독일,스위스",1,3.0,3.0,
2615000,부산부산진구,2017.12.21.~12.28.,선진지견학 벤치마킹을 통한 의정활동 활성화에 기여,미국,3,7.9,2.6,
2615000,부산부산진구,20171205 ~ 20171208,의료관광 시장 개척활동,중국,3,3.5,1.2,
2615000,부산부산진구,20171108 ~ 20171114,외국 여권 발급기관 견학을 통한 여권 업무에 대한 국제적 안목 함양,"체코,독일",1,1.6,1.6,
2616000,부산동래구,3.16.~3.24.,장기재직 공무원 국외연수,"프랑스,스위스,이탈리아",6,12.0,2.0,
2616000,부산동래구,3.17.~3.26.,장기재직 공무원 국외연수,"프랑스,스위스,이탈리아,영국",6,12.0,2.0,
2616000,부산동래구,4.3.~4.12.,장기재직 공무원 국외연수,스페인,1,2.0,2.0,
2616000,부산동래구,4.25.~4.29.,유공공무원 선진도시 견학,"홍콩,마카오",5,6.0,1.2,
2616000,부산동래구,4.27.~5.3.,○ 베트남 후에시 전통공예 축제 방문,베트남,4,3.9,1.0,단체장
2616000,부산동래구,6.22.~7.3.,장기재직 공무원 국외연수,"이탈리아,스위스",1,2.0,2.0,
2616000,부산동래구,6.27.~7.6.,직원 국외연수,"미국,캐나다",5,6.5,1.3,
2616000,부산동래구,6.29.~7.7.,○ 예산담당공무원 선진 예산 제도 연수,"독일,네덜란드,스위스",1,3.0,3.0,
2616000,부산동래구,7.10.~7.17.,○ 제1기 국제교류 문화아카데미 글로벌 문화교육 탐방단 인솔,필리핀,3,4.6,1.5,
2616000,부산동래구,7.10.~7.14.,도시기초시설물 선진지 견학,싱가포르,7,10.0,1.4,
2616000,부산동래구,7.14.~7.22.,직원 국외연수,중국,5,6.5,1.3,
2616000,부산동래구,8.30.~9.8.,직원 국외연수,"스페인,프랑스",8,10.4,1.3,
2616000,부산동래구,9.7.~9.16.,직원 국외연수,아이슬란드,5,6.5,1.3,
2616000,부산동래구,9.15.~9.17.,▹동래구 국악관현악단의 자매결연 20주년 기념공연 등 문화교류를 통한 우호 관계 증진,중국,5,1.9,0.4,
2616000,부산동래구,10.31.~11.2.,○ 온정365 프로젝트 기본 구상을 위한 국외 우수 사례 벤치마킹,일본,5,3.4,0.7,
2616000,부산동래구,20171102 ~ 20171110,장기근속 공무원에 대하여 그간의 노고를 위로 격려,"독일,오스트리아,체코,헝가리",1,2.0,2.0,
2616000,부산동래구,12.4.~12.8.,○ 선진 옥외광고 우수지역 현장학습,싱가포르,1,2.0,2.0,
2619000,부산해운대구,2017.1.4.~1.20,구남로 보행중심 도로 조성 관련 선진사례 및 운영방법 현장 답사,"스페인,싱가포르",4,17.0,4.3,
2619000,부산해운대구,2017.3.28.~3.31,일본 지쿠시노시의회와 해운대구의회 자매결연 위한 상호 방문 및 사전 협의,일본,4,5.0,1.3,
2619000,부산해운대구,2017.6.5.~6.7,일본 보육·노인복지 정책에 대한 이해를 통해 해외 우수 복지정책 벤치마킹,일본,5,5.6,1.1,
2619000,부산해운대구,2017.6.7.~6.15,2016년 규제개혁평가 우수 유공 직원 사기 진작 및 규제개혁 업무 역량 강화,"스페인,이탈리아",1,2.0,2.0,
2619000,부산해운대구,2017.6.12.~6.17,고려인 동포 한복나눔사업 및 자원,러시아,6,17.0,2.8,단체장
2619000,부산해운대구,2017.6.13.~6.20,2017 지역사회 통합건강증진사업 최우수기관 선정 지자체 담당자 연수,"네덜란드,핀란드",1,4.0,4.0,
2619000,부산해운대구,2017.6.29.~7.7,"부산시, 구군 예산편성 실무자 격려, 선진국 견학 통한 글로벌 마인드 제고","네덜란드,독일,스위스",1,3.0,3.0,
2619000,부산해운대구,2017.8.7.~8.10,몽골 항올구와 교류를 위한 사전 현지 조사 및 점검,몽골,5,7.0,1.4,
2619000,부산해운대구,2017.9.22.~9.26,몽골 항올구와 우호교류 협력 체결,몽골,9,14.0,1.6,단체장
2619000,부산해운대구,2017.10.22.~10.30,2017년 자활지원사업 유공 공무원 사기 진작 및 복지 선진국 답사,"스웨덴,핀란드,에스토니아,라트비아",1,3.0,3.0,
2619000,부산해운대구,2017.12.20.~12.23,산림 대표 관광지 나고야의 산림 관광 운영방식 벤치마킹,일본,6,10.0,1.7,
2619000,부산해운대구,2017.3.30. ~4.7.,2016 교통분야 평가 유공 공무원 해외선진 교통견학,스페인,3,9.0,3.0,
2619000,부산해운대구,2017.3 ~2017.7,2017 글로벌 마인드 함양과 견문 확대를 위한 직원 해외배낭여행,"오스트리아,스페인 등",9,61.0,6.8,
2619000,부산해운대구,20170324 ~ 20170402,2017 글로벌 마인드 함양과 견문 확대를 위한 직원 해외배낭여행,"체코,슬로바키아,독일,헝가리,오스트리아,폴란드",4,,,
2619000,부산해운대구,20170707 ~ 20170714,2017 글로벌 마인드 함양과 견문 확대를 위한 직원 해외배낭여행,미국,5,,,
2619000,부산해운대구,20170320 ~ 20170328,2017 글로벌 마인드 함양과 견문 확대를 위한 직원 해외배낭여행(3팀),"크로아티아,슬로베니아",4,,,
2619000,부산해운대구,20170524 ~ 20170602,2017 글로벌 마인드 함양과 견문 확대를 위한 직원 해외배낭여행,크로아티아,4,,,
2619000,부산해운대구,20170607 ~ 20170616,2017 글로벌 마인드 함양과 견문 확대를 위한 직원 해외배낭여행(11팀),"프랑스,이탈리아,스위스",4,,,
2619000,부산해운대구,20170626 ~ 20170704,2017 글로벌 마인드 함양과 견문 확대를 위한 직원 해외배낭여행,스페인,2,,,
2619000,부산해운대구,20170627 ~ 20170706,2017 글로벌 마인드 함양과 견문 확대를 위한 직원 해외배낭여행(6팀),"프랑스,이탈리아,스위스",4,,,
2619000,부산해운대구,20170603 ~ 20170611,2017 글로벌 마인드 함양과 견문 확대를 위한 직원 해외배낭여행,영국,5,,,
2619000,부산해운대구,2017.3 ~2017.10,2017년 구정발전 기여 공무원 노고 격려 해외연수,미국 노르웨이 등,13,88.0,6.8,
2619000,부산해운대구,20170830 ~ 20170908,2017년 구정발전 기여 공무원 노고 격려 해외연수,"미국,캐나다",9,,,
2619000,부산해운대구,20170914 ~ 20170921,2017년 구정발전 기여 공무원 노고 격려 해외연수,"핀란드,노르웨이,스웨덴",8,,,
2619000,부산해운대구,2017.06.14. ~06.19.,2017 홍콩국제관광박람회(ITE) 연계 글로벌 관광홍보 마케팅,홍콩,2,4.0,2.0,
2619000,부산해운대구,2017.09.05. ~09.11.,2017 베트남호치민 국제관광엑스포 연계 글로벌 홍보마케팅 활동,베트남,4,6.0,1.5,
2619000,부산해운대구,2017.10.25. ~11.1.,2017 구의회 국외연수(관광‧경제분야 벤치마킹) 수행,"홍콩,대만",3,7.0,2.3,
2619000,부산해운대구,2017.11.07. ~11.10.,일본 우수 온천관광지 벤치마킹을 통한 해운대 온천관광 활성화,일본,6,10.0,1.7,
2619000,부산해운대구,2017.12.05. ~12.08.,대만 타이중시 관광문화교류 협의 방문,대만,5,8.0,1.6,
2619000,부산해운대구,3.3.~3.7.,◎ 국제 교류협력 대상 도시 선정을 위한 비교시찰,필리핀,2,,,
2619000,부산해운대구,3.28.~3.31,◎ 국제 교류협력 대상 도시 선정을 위한 비교시찰,일본,4,,,
2620000,부산사하구,2.25. ~2.27.,소년소녀합창단 해외초청공연 참가,일본,2,1.8,0.9,
2620000,부산사하구,3.22. ~3.29.,2017 IAEC 정례회의 참석 등,스페인,3,12.4,4.1,
2620000,부산사하구,3.26. ~4.2.,해외배낭여행 지원 (해외 선진사례 발굴 및 사기진작),이탈리아,4,3.6,0.9,
2620000,부산사하구,3.27. ~4.1.,도시 및 주거환경정비사업 평가결과 최우수기관수상 관련 선진도시 도시재생·경관 및 우수 도시디자인 건축물 견학,"베트남,캄보디아",4,6.5,1.6,
2620000,부산사하구,3.28. ~3.30.,어묵빌리지 조성사업 추진을 위한 일본우수사례 벤치마킹,일본,2,2.6,1.3,
2620000,부산사하구,3.29 ~4.6.,해외배낭여행 지원 (해외 선진사례 발굴 및 사기진작),"독일,체코,헝가리,오스트리아",8,16.0,2.0,
2620000,부산사하구,4.8 ~4.16.,해외배낭여행 지원 (해외 선진사례 발굴 및 사기진작),"크로아티아,체코,헝가리,오스트리아,슬로베니아",1,2.0,2.0,
2620000,부산사하구,4.18. ~4.22. 4.25. ~4.29.,"市 장기미집행 도시계획시설 정비평가 수상관련 해외 선진지 견학 (1조,2조)",홍콩,9,10.0,1.1,
2620000,부산사하구,4.22. ~4.30.,해외배낭여행 지원 (해외 선진사례 발굴 및 사기진작),스페인,3,2.7,0.9,
2620000,부산사하구,5.13. ~5.21.,해외배낭여행 지원 (해외 선진사례 발굴 및 사기진작),"스페인,UAE",5,4.5,0.9,
2620000,부산사하구,5.14. ~5.22.,해외배낭여행 지원 (해외 선진사례 발굴 및 사기진작),"노르웨이,스웨덴,핀란드,러시아",5,10.0,2.0,
2620000,부산사하구,5.27. ~6.4.,해외배낭여행 지원 (해외 선진사례 발굴 및 사기진작),스페인,4,3.6,0.9,
2620000,부산사하구,6.7. ~6.15.,해외배낭여행 지원 (해외 선진사례 발굴 및 사기진작),"크로아티아,오스트리아,슬로베니아,보스니아헤르체고비나",1,2.0,2.0,
2620000,부산사하구,6.7. ~6.15.,규제개혁 추진 공무원 국외연수,"스페인,이탈리아",1,2.2,2.2,
2620000,부산사하구,6.13. ~6.21.,행복e음 핵심요원 활동우수자 해외배낭연수,"미국,캐나다",1,2.1,2.1,
2620000,부산사하구,6.17. ~6.26.,해외배낭여행 지원 (해외 선진사례 발굴 및 사기진작),스페인,4,3.6,0.9,
2620000,부산사하구,6.22. ~6.30.,해외배낭여행 지원 (해외 선진사례 발굴 및 사기진작),스페인,3,2.7,0.9,
2620000,부산사하구,6.23. ~6.30.,2017년 공무국외여행,대만,4,9.9,2.5,
2620000,부산사하구,6.23. ~6.30.,해외배낭여행 지원 (해외 선진사례 발굴 및 사기진작),"독일,오스트리아,헝가리,체코",5,4.5,0.9,
2620000,부산사하구,6.26. ~6.28.,"재난대응 안전부산훈련평가 최우수기관 선정에 따른 선진도시 방재체계, 도시기초시설물 등 견학(1조)",일본,4,3.7,0.9,
2620000,부산사하구,6.29. ~7.7.,선진예산제도 해외연수,"독일,네덜란드,스위스",1,3.9,3.9,
2620000,부산사하구,7.1. ~7.8.,해외배낭여행 지원 (해외 선진사례 발굴 및 사기진작),스페인,6,5.4,0.9,
2620000,부산사하구,7.24. ~7.29.,청소년 홈스테이 인솔,중국,2,1.2,0.6,
2620000,부산사하구,8.26. ~8.28.,제41회 부산하관국제친선 정구대회 참가,일본,2,0.8,0.4,
2620000,부산사하구,8.27. ~9.4.,해외배낭여행 지원 (해외 선진사례 발굴 및 사기진작),터키,5,4.0,0.8,
2620000,부산사하구,9.2. ~9.10.,해외배낭여행 지원 (해외 선진사례 발굴 및 사기진작),스페인,5,4.5,0.9,
2620000,부산사하구,9.6. ~9.10.,2017 UEA(도시환경협약) 멜라카정상회의 참가,말레이시아,3,3.6,1.2,
2620000,부산사하구,9.11. ~9.14.,"재난대응 안전부산훈련평가 최우수기관 선정에 따른 선진도시 방재체계, 도시기초시설물 등 견학(2조)","일본,",5,5.1,1.0,
2620000,부산사하구,9.12. ~9.16.,도시기초시설물 선진화 사업장 우수기관 선정에 따른 선진도시의 도시기초시설물 등 견학,일본,12,20.0,1.7,
2620000,부산사하구,9.15. ~9.22.,제3회 유네스코 학습도시 국제회의 참가,"네덜란드,아일랜드",3,15.3,5.1,단체장
2620000,부산사하구,9.15. ~9.19.,"재난대응 안전부산훈련평가 최우수기관 선정에 따른 선진도시 방재체계, 도시기초시설물 등 견학(3조)",베트남,6,6.2,1.0,
2620000,부산사하구,10.11. ~10.18.,2017년 지방세정공무원 국외연수 참석,"미국,캐나다",1,1.0,1.0,
2620000,부산사하구,10.23. ~11.3.,2017년 국제비즈니스 실무영어과정 해외연수,미국,1,4.7,4.7,
2620000,부산사하구,11.1. ~11.6.,2017년도 지자체 합동평가 우수부서 공무원 공무국외여행,"말레이시아,싱가포르",1,1.4,1.4,
2620000,부산사하구,11.13. ~11.20.,해외배낭여행 지원 (해외 선진사례 발굴 및 사기진작),스페인,2,4.0,2.0,
2620000,부산사하구,11.16. ~11.20.,해외배낭여행 지원 (해외 선진사례 발굴 및 사기진작),중국,1,2.0,2.0,
2620000,부산사하구,11.27. ~11.29.,부산어묵 지역산업화 발전을 위한 일본 우수사례 벤치마킹,일본,2,2.0,1.0,
2620000,부산사하구,11.27. ~12.1.,유네스코 아태지역 지속가능발전교육 국제실천프로그램 워크숍 참가,인도,2,1.6,0.8,
2620000,부산사하구,12.4. ~12.8.,옥외광고 우수지역 현장학습 및 선진지 견학,싱가포르,1,2.0,2.0,
2623000,부산연제구,2017.03.03~03.14,모범공무원국외시찰,"스페인,포르투갈,모로코",1,2.5,2.5,
2623000,부산연제구,2017.03.04~03.15,모범공무원국외시찰,"이탈리아,오스트리아,벨기에,스위스,프랑스",1,2.5,2.5,
2623000,부산연제구,2017.03.12~03.19,모범공무원국외시찰,"이탈리아,스위스",1,2.5,2.5,
2623000,부산연제구,2017.03.30~04.07,교통업무 유공직원 해외선진지 연수,스페인,5,15.0,3.0,
2623000,부산연제구,2017.04.23~05.02,모범공무원국외시찰,"호주,뉴질랜드",1,2.5,2.5,
